target_pnc;target_name;first-association;count-per-first-association;all-associations;count-per-association;total-count-associations;perception;perception-median;perception-avg;age;percentage-known;cleaned-first;cleaned-associations;annotator_count;all_ages;origin
Renten-Scholz;Olaf Scholz;['bundeskanzler', 'kanzler', 'scholzomat', 'er versaut uns die renten', 'lügner', 'aktueller kanzler', 'rentenalterstopp', 'geldhinterziehung'];[4, 3, 1, 1, 1, 1, 1, 1];['bundeskanzler', 'kanzler', 'alt', 'spd', 'hamburg', 'scholzomat', 'lügenbaron', 'penner', 'er versaut uns die renten', 'er verspricht auch sichere renten', 'cum-ex-skandale', 'lügner', 'unfähig', 'rentenversicherung', 'aktueller kanzler', 'renten', 'finanzminister', 'wartburg', 'langweilig', 'vergessen', 'augenklappe', 'eintrittsalter', 'absage', 'will weniger frührentner', 'macht mal solche und mal solche aussagen', 'rentenalterstopp', 'grosse rede', 'falsche schlange', 'wirecard', 'finanzskandal', 'geldhinterziehung', 'glatze', 'gegner späterer verrentung', 'kein kriegstreiber'];[4, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];34;[5.0, 3.0, 5.0, 3.0, 3.0, 2.0, 5.0, 1.0, 3.0, 4.0, 1.0, 4.0, 2.0];3;3.153846154;['30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '30-39', '20-29', '20-29', '40-49', '30-39', '60-69'];81.25;['scholzomat', 'er versaut uns die renten', 'lügner', 'bundeskanzler', 'aktueller kanzler', 'bundeskanzler', 'kanzler', 'kanzler', 'bundeskanzler', 'rentenalterstopp', 'kanzler', 'geldhinterziehung', 'bundeskanzler'];[['scholzomat', 'lügenbaron', 'penner'], ['er versaut uns die renten', 'er verspricht auch sichere renten', 'cum-ex-skandale'], ['lügner', 'unfähig', 'alt'], ['bundeskanzler', 'rentenversicherung', 'spd'], ['aktueller kanzler', 'renten', 'alt'], ['bundeskanzler', 'finanzminister', 'wartburg', 'hamburg', 'langweilig'], ['kanzler', 'vergessen', 'augenklappe'], ['kanzler', 'eintrittsalter', 'absage'], ['bundeskanzler', 'will weniger frührentner', 'macht mal solche und mal solche aussagen'], ['rentenalterstopp', 'grosse rede', 'falsche schlange'], ['kanzler', 'spd', 'wirecard', 'finanzskandal', 'hamburg'], ['geldhinterziehung', 'kanzler', 'glatze'], ['bundeskanzler', 'gegner späterer verrentung', 'kein kriegstreiber']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Rolli-Schäuble;Wolfgang Schäuble;['rollstuhl', 'rollstuhlfahrer', 'attentat', 'politiker', 'saß im rolstuhl', 'cdu', 'anspielung auf das schäuble-attentat', 'minister mit unterschiedlichen funktionen'];[4, 3, 2, 1, 1, 1, 1, 1];['rollstuhl', 'attentat', 'cdu', 'rollstuhlfahrer', 'politiker', 'tot', 'finanzminister', 'behinderung', 'war auf einen rollstuhl angewiesen', 'verbissen', 'saß im rolstuhl', 'stand nicht zur debatte', 'unzufrieden mensch', 'schwer zu ertragen', 'barrieren', 'ehemaliger finanzminister', 'schwäbische hausfrau', 'anspielung auf das schäuble-attentat', 'messer', 'hals', 'alt', 'minister mit unterschiedlichen funktionen', 'konservativ'];[5, 5, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];23;[5.0, 1.0, 2.0, 5.0, 3.0, 1.0, 1.0, 4.0, 1.0, 3.0, 3.0, 2.0, 4.0, 4.0];3;2.785714286;['30-39', '30-39', '20-29', '50-59', '30-39', '30-39', '30-39', '20-29', '30-39', '30-39', '20-29', '40-49', '30-39', '60-69'];87.5;['politiker', 'rollstuhl', 'saß im rolstuhl', 'rollstuhlfahrer', 'rollstuhl', 'attentat', 'rollstuhlfahrer', 'rollstuhlfahrer', 'cdu', 'anspielung auf das schäuble-attentat', 'rollstuhl', 'attentat', 'rollstuhl', 'minister mit unterschiedlichen funktionen'];[['politiker', 'cdu', 'war auf einen rollstuhl angewiesen'], ['rollstuhl', 'verbissen', 'tot', 'finanzminister'], ['saß im rolstuhl', 'attentat', 'stand nicht zur debatte'], ['rollstuhlfahrer', 'unzufrieden mensch', 'schwer zu ertragen'], ['rollstuhl', 'behinderung', 'cdu', 'finanzminister'], ['attentat', 'barrieren', 'cdu'], ['rollstuhlfahrer', 'behinderung'], ['rollstuhlfahrer', 'ehemaliger finanzminister', 'schwäbische hausfrau'], ['cdu', 'attentat', 'rollstuhl'], ['anspielung auf das schäuble-attentat'], ['rollstuhl', 'attentat', 'politiker'], ['attentat', 'messer', 'hals'], ['rollstuhl', 'alt', 'tot'], ['minister mit unterschiedlichen funktionen', 'rollstuhlfahrer', 'konservativ']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Ruhrpott-Messi;Lionel Messi;['fußballer', '50 meter solo', 'guter fußballspieler', 'argentinien'];[1, 1, 1, 1];['fußballer', 'genie', 'steuerhinterzieher', '50 meter solo', 'holtmann', 'fußball', 'guter fußballspieler', 'argentinien', 'weltfußballer', 'steuern'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1];10;[3.0, 4.0, 2.0, 3.0];3;3;['30-39', '30-39', '30-39', '40-49'];25;['fußballer', '50 meter solo', 'guter fußballspieler', 'argentinien'];[['fußballer', 'genie', 'steuerhinterzieher'], ['50 meter solo', 'holtmann', 'fußball'], ['guter fußballspieler'], ['argentinien', 'weltfußballer', 'steuern']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
SPD-Giffey;Franziska Giffey;['berlin', 'politikerin', 'spd', 'bürgermeisterin', 'mitglied bei der spd', 'zentristisch'];[2, 2, 1, 1, 1, 1];['berlin', 'spd', 'politikerin', 'fistelstimme', 'doktorarbeit', 'spitzenkandidatin', 'familienministerin', 'plagiat', 'bürgermeisterin', 'eigentlich keine berlinerin', 'doktor-titel weg', 'mitglied bei der spd', 'bürgermeisterin von berlin', 'vorsitzende', 'stellvertretend', 'bekannt', 'bedeutend', 'spd-mitglied', 'bürgermeisterin berlin', 'zentristisch', 'große koalition'];[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];21;[3.0, 2.0, 5.0, 3.0, 2.0, 2.0, 4.0, nan];3;;['60-69', '50-59', '40-49', '40-49', '30-39', '30-39', '20-29', '20-29'];53.33333333;['berlin', 'berlin', 'spd', 'bürgermeisterin', 'mitglied bei der spd', 'politikerin', 'politikerin', 'zentristisch'];[['berlin', 'fistelstimme', 'doktorarbeit'], ['berlin', 'spitzenkandidatin', 'familienministerin'], ['spd', 'berlin', 'plagiat'], ['bürgermeisterin', 'eigentlich keine berlinerin', 'doktor-titel weg'], ['mitglied bei der spd', 'bürgermeisterin von berlin', 'vorsitzende'], ['politikerin', 'spd', 'stellvertretend', 'bekannt', 'bedeutend'], ['politikerin', 'spd-mitglied', 'bürgermeisterin berlin'], ['zentristisch', 'berlin', 'große koalition']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
SPD-Scholz;Olaf Scholz;['spd', 'bundeskanzler', 'sozialdemokrat', 'sozialdemokratie', 'linke', 'parteimitglied der spd', 'spitzenkandidat der spd'];[3, 3, 1, 1, 1, 1, 1];['bundeskanzler', 'spd', 'politik', 'kanzler', 'gedächtnis', 'sozialdemokrat', 'rot', 'alt', 'spd-politiker', 'frühes politisches interesse', 'finanzminister', 'ampel-regierung', 'unbeliebtheit', 'cumex', 'wirecard', 'erinnerungsvermögen', 'teil der spd-partei', 'sozialdemokratie', 'politische partei', 'finanzpolitik', 'bundeskanzlerkandidat', 'linke', 'erfolgreich', 'parteimitglied der spd', 'vertritt punkte der partei', 'spitzenkandidat der spd', 'politiker', 'ehemaliger bürgermeister von hamburg', 'bundesminister der finanzen', 'kanzlerkandidat bei bundestagswahlen', 'sozialdemokratische partei deutschlands'];[4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];31;[3.0, 2.0, 2.0, 2.0, 3.0, 4.0, nan, 2.0, 1.0, 3.0, 3.0];3;;['30-39', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39'];73.33333333;['spd', 'sozialdemokrat', 'bundeskanzler', 'spd', 'bundeskanzler', 'bundeskanzler', 'spd', 'sozialdemokratie', 'linke', 'parteimitglied der spd', 'spitzenkandidat der spd'];[['spd', 'politik', 'gedächtnis'], ['sozialdemokrat', 'rot', 'alt'], ['bundeskanzler', 'spd-politiker', 'frühes politisches interesse'], ['spd', 'politik', 'finanzminister'], ['bundeskanzler', 'ampel-regierung', 'unbeliebtheit'], ['bundeskanzler', 'cumex', 'wirecard', 'erinnerungsvermögen'], ['spd', 'teil der spd-partei', 'bundeskanzler'], ['sozialdemokratie', 'politische partei', 'finanzpolitik', 'bundeskanzlerkandidat'], ['linke', 'kanzler', 'erfolgreich'], ['parteimitglied der spd', 'vertritt punkte der partei', 'kanzler'], ['spitzenkandidat der spd', 'politiker', 'ehemaliger bürgermeister von hamburg', 'bundesminister der finanzen', 'kanzlerkandidat bei bundestagswahlen', 'sozialdemokratische partei deutschlands']];15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
Salto-Klose;Miroslav Klose;['fußball', 'sport', 'macht oft saltos', 'fußballer', 'wm-torschützenkönig', 'deutscher rekordtorschütze', 'kopfball', 'fußball?', 'fußballtrainer', 'ehemaliger nationalelf-spieler'];[3, 1, 1, 1, 1, 1, 1, 1, 1, 1];['fußball', 'salto', 'torjubel', 'torschütze', 'sport', 'macht oft saltos', 'ist agil', 'sportlich', 'jung', 'fußballer', 'sportler', 'unterhaltsam', 'sympathisch', 'wm-torschützenkönig', 'kaiserslautern', 'bayern', '2014', 'deutscher rekordtorschütze', 'kopfball', 'überschätzt', 'fußball?', 'trainer?', 'fußballtrainer', 'fußballspieler', 'erfolgreich', 'tor schießen mit einem salto vorwärts', 'ehemaliger nationalelf-spieler', 'salto nach treffer', 'deutschland', 'profi'];[4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];30;[2.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 3.0, 1.0, 0.0, 1.0];1;1.166666667;['20-29', '30-39', '30-39', '50-59', '40-49', '30-39', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];80;['sport', 'macht oft saltos', 'fußballer', 'fußball', 'wm-torschützenkönig', 'deutscher rekordtorschütze', 'kopfball', 'fußball', 'fußball?', 'fußballtrainer', 'ehemaliger nationalelf-spieler', 'fußball'];[['sport', 'salto', 'fußball'], ['macht oft saltos', 'ist agil', 'sportlich', 'jung'], ['fußballer'], ['fußball', 'sportler', 'unterhaltsam', 'sympathisch'], ['wm-torschützenkönig', 'kaiserslautern', 'bayern', '2014'], ['deutscher rekordtorschütze', 'torjubel'], ['kopfball', 'torjubel', 'salto'], ['fußball', 'überschätzt'], ['fußball?', 'trainer?'], ['fußballtrainer', 'fußballspieler', 'erfolgreich', 'torschütze', 'tor schießen mit einem salto vorwärts'], ['ehemaliger nationalelf-spieler', 'torschütze', 'salto nach treffer'], ['fußball', 'deutschland', 'profi']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Schande-Höcke;Björn Höcke;['afd', 'politiker', 'mahnmal der schande', 'idiot', 'ein absolut rechtsextremes arschloch', 'rechtsradikal'];[3, 2, 1, 1, 1, 1];['afd', 'nazi', 'politiker', 'mahnmal der schande', 'sprach vom holocaustdenkmal als denkmal der schande', 'er verharmlost den holocaust', 'nazi-reden', 'holocaust-verharmlosung', 'thüringen', 'idiot', 'denkmal', 'bernd', 'björn', 'spricht menschen ihre grundrechte ab', 'macht radikale aussagen', 'ein absolut rechtsextremes arschloch', 'er meinte das kein land ein denkmal der schande erhalten würde in anspielung auf die holocaust-denkmäler', 'rechtsradikal', 'hitler', 'denkmal berlin', 'mensch mit problem die deutsche geschichte zu verstehen', 'zentrum für politische schönheit'];[5, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];22;[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0];5;4.888888889;['30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '30-39', '40-49', '60-69'];56.25;['politiker', 'mahnmal der schande', 'afd', 'afd', 'idiot', 'politiker', 'ein absolut rechtsextremes arschloch', 'rechtsradikal', 'afd'];[['politiker', 'afd', 'sprach vom holocaustdenkmal als denkmal der schande'], ['mahnmal der schande', 'er verharmlost den holocaust', 'nazi'], ['afd', 'nazi-reden', 'holocaust-verharmlosung', 'thüringen'], ['afd', 'mahnmal der schande', 'nazi'], ['idiot', 'denkmal', 'nazi', 'bernd', 'björn'], ['politiker', 'spricht menschen ihre grundrechte ab', 'macht radikale aussagen'], ['ein absolut rechtsextremes arschloch', 'er meinte das kein land ein denkmal der schande erhalten würde in anspielung auf die holocaust-denkmäler'], ['rechtsradikal', 'afd', 'hitler'], ['afd', 'denkmal berlin', 'mensch mit problem die deutsche geschichte zu verstehen', 'zentrum für politische schönheit']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Schießbefehl-Petry;Frauke Petry;['afd', 'rechts', 'rechtsextrem', 'ehemals afd', 'frauke petry', 'politikerin', 'migration'];[5, 2, 1, 1, 1, 1, 1];['afd', 'rechts', 'flüchtlingskrise', 'grenzsicherheit', 'polarisierend', 'extremistisch', 'rechtsextrem', 'national', 'affektiert', 'machtsüchtig', 'vorsitzende', 'demonstrationen', 'nicht mehr präsent', 'menschenfeindin', 'neoliberal', 'ehemals afd', 'parteiaustritt', 'würde auf flüchtlinge schießen', 'aufwieglerisch', 'unehrlich', 'frauke petry', 'afd-vorsitzende', 'an grenze auf flüchlinge schießen', 'politikerin', 'mitglied der afd', 'gründerin einer eigenen partei', 'eu-außengrenze', 'waffeneinsatz auf flüchtlinge an grenzen', 'alice weidel', 'grenze', 'schießen', 'migration', 'grenzen', 'schießbefehl', 'kinder', 'frauen', 'ddr'];[5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];37;[5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0];4;4.416666667;['30-39', '40-49', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '30-39', '20-29', '30-39'];80;['rechts', 'rechtsextrem', 'afd', 'afd', 'ehemals afd', 'rechts', 'frauke petry', 'politikerin', 'afd', 'afd', 'afd', 'migration'];[['rechts', 'flüchtlingskrise', 'grenzsicherheit', 'polarisierend', 'extremistisch'], ['rechtsextrem', 'national', 'affektiert', 'machtsüchtig'], ['afd', 'vorsitzende', 'rechts', 'demonstrationen', 'nicht mehr präsent'], ['afd', 'menschenfeindin', 'neoliberal'], ['ehemals afd', 'parteiaustritt', 'würde auf flüchtlinge schießen'], ['rechts', 'aufwieglerisch', 'unehrlich'], ['frauke petry', 'afd-vorsitzende', 'an grenze auf flüchlinge schießen'], ['politikerin', 'mitglied der afd', 'gründerin einer eigenen partei'], ['afd', 'flüchtlingskrise', 'eu-außengrenze', 'rechts'], ['afd', 'waffeneinsatz auf flüchtlinge an grenzen', 'alice weidel'], ['afd', 'grenze', 'schießen'], ['migration', 'grenzen', 'schießbefehl', 'kinder', 'frauen', 'ddr']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Schiss-Gauland;Alexander Gauland;['afd', 'stinkt', 'wahrscheinlich wegen seinem historischen vergleich der ns-zeit', 'vogelschiss der geschichte', 'politiker', 'badehosendiebstahl', 'nazi', 'faschist'];[3, 1, 1, 1, 1, 1, 1, 1];['afd', 'nazi', 'stinkt', 'scheißt sich ein', 'wahrscheinlich wegen seinem historischen vergleich der ns-zeit', 'alter mann', 'wortgewandt', 'mediengeil', 'vogelschiss der geschichte', 'nazizeit', 'empörung', 'krawatte', 'alice weidel', 'merkel jagen', 'politiker', 'angst entscheidungen zu treffen', 'badehosendiebstahl', 'scheiße-attacke', 'extremist', 'alt', 'schottenkaro', 'sprüche', 'faschist', 'fliegenschiss', 'holocaust-leugner', 'vogelschiss in der geschichte', 'der holocaust', 'leugner'];[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];28;[5.0, 4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 3.0, 5.0, 5.0];5;4.4;['30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+'];66.66666667;['stinkt', 'wahrscheinlich wegen seinem historischen vergleich der ns-zeit', 'vogelschiss der geschichte', 'afd', 'politiker', 'badehosendiebstahl', 'nazi', 'afd', 'faschist', 'afd'];[['stinkt', 'scheißt sich ein'], ['wahrscheinlich wegen seinem historischen vergleich der ns-zeit', 'alter mann', 'wortgewandt', 'mediengeil'], ['vogelschiss der geschichte', 'nazizeit', 'empörung'], ['afd', 'krawatte', 'alice weidel', 'merkel jagen'], ['politiker', 'angst entscheidungen zu treffen'], ['badehosendiebstahl', 'scheiße-attacke', 'afd'], ['nazi', 'extremist', 'alt'], ['afd', 'schottenkaro', 'sprüche'], ['faschist', 'afd', 'nazi', 'fliegenschiss', 'holocaust-leugner'], ['afd', 'vogelschiss in der geschichte', 'der holocaust', 'leugner']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Schmiergeld-Schäuble;Wolfgang Schäuble;['finanzminister', 'politiker', 'cdu', 'koffer mit bargeld', 'war in skandale verwickelt', 'bestechlich', 'bestechungsskandal'];[2, 2, 1, 1, 1, 1, 1];['cdu', 'finanzminister', 'politiker', 'rollstuhl', 'spenden', 'koffer mit bargeld', 'schreiber', 'illegale geschäfte', 'neoliberal', 'inkompetent', 'war in skandale verwickelt', 'hatte wenig spaß am leben', 'aus bayern', 'bestechlich', 'unbeliebt', 'korruption', 'schwarze null', 'kriminell', 'korrupt', 'skandal', 'bestechungsvorwürfe', 'bestechungsskandal', 'waffenhandel'];[4, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];23;[4.0, 3.0, 5.0, 3.0, 5.0, 3.0, 4.0, 2.0, 5.0];4;3.777777778;['60-69', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '20-29', '20-29'];60;['cdu', 'koffer mit bargeld', 'finanzminister', 'war in skandale verwickelt', 'bestechlich', 'finanzminister', 'politiker', 'politiker', 'bestechungsskandal'];[['cdu', 'spenden', 'finanzminister'], ['koffer mit bargeld', 'schreiber', 'illegale geschäfte'], ['finanzminister', 'neoliberal', 'inkompetent'], ['war in skandale verwickelt', 'hatte wenig spaß am leben', 'aus bayern'], ['bestechlich', 'unbeliebt', 'rollstuhl', 'politiker'], ['finanzminister', 'korruption', 'cdu', 'schwarze null'], ['politiker', 'cdu', 'kriminell', 'korrupt', 'skandal'], ['politiker', 'bestechungsvorwürfe', 'cdu'], ['bestechungsskandal', 'rollstuhl', 'waffenhandel']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
Schreibmaschinen-Hoeneß;Uli Hoeneß;['alter mann', 'hat den fußball an den nagel gehangen', 'vergangenheit', 'steuern'];[1, 1, 1, 1];['alter mann', 'macht viel mit alter technik', 'kompetent', 'spielerlegende', 'hat den fußball an den nagel gehangen', 'übernimmt schreibmaschine', 'bürotätigkeit', 'vergangenheit', 'keine computer', 'modernisierung', 'steuern', 'fc bayern', 'großzügig'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];13;[2.0, 3.0, 5.0, 1.0];2.5;2.75;['30-39', '20-29', '20-29', '40-49'];25;['alter mann', 'hat den fußball an den nagel gehangen', 'vergangenheit', 'steuern'];[['alter mann', 'macht viel mit alter technik', 'kompetent', 'spielerlegende'], ['hat den fußball an den nagel gehangen', 'übernimmt schreibmaschine', 'bürotätigkeit'], ['vergangenheit', 'keine computer', 'modernisierung'], ['steuern', 'fc bayern', 'großzügig']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Schubladen-Schäuble;Wolfgang Schäuble;['denkt in schubladen', 'cdu-politiker im rollstuhl', 'bestechlich', 'rollstuhl', 'parteispenden', 'spenden-affäre', 'spenden in schubladen verschwunden', 'minister'];[1, 1, 1, 1, 1, 1, 1, 1];['attentat', 'rollstuhl', 'denkt in schubladen', 'engstirnig', 'konservativ', 'cdu-politiker im rollstuhl', 'bestechlich', 'unehrlich', 'finanzminister', 'verstorben', 'parteispenden', 'helmut kohl', 'spenden-affäre', 'cdu', 'spenden in schubladen verschwunden', 'vertuschte einnahmen', 'erhaltene papiere', 'minister', 'affäre', 'spenden'];[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];20;[5.0, 0.0, 3.0, 2.0, 1.0, 3.0, 2.0, 3.0];2.5;2.375;['30-39', '30-39', '50-59', '40-49', '50-59', '60-69', '70+', '50-59'];53.33333333;['denkt in schubladen', 'cdu-politiker im rollstuhl', 'bestechlich', 'rollstuhl', 'parteispenden', 'spenden-affäre', 'spenden in schubladen verschwunden', 'minister'];[['denkt in schubladen', 'engstirnig', 'konservativ'], ['cdu-politiker im rollstuhl', 'attentat'], ['bestechlich', 'unehrlich', 'finanzminister'], ['rollstuhl', 'attentat', 'verstorben'], ['parteispenden', 'helmut kohl', 'rollstuhl'], ['spenden-affäre', 'attentat', 'cdu'], ['spenden in schubladen verschwunden', 'vertuschte einnahmen', 'erhaltene papiere'], ['minister', 'affäre', 'spenden']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Schulden-Schäuble;Wolfgang Schäuble;['schwarze null', 'cdu', 'politiker', 'finanzminister', 'unbeliebt'];[3, 2, 2, 1, 1];['finanzminister', 'schwarze null', 'cdu', 'politiker', 'konservativ', 'langweilig', 'neoliberal', 'makroökonomisch ungebildet', 'rollstuhlfahrer', 'gestorben', 'unbeliebt', 'schulden', 'rollstuhl', 'deutschland', 'verschuldung der bundesrepublik', 'schlechte entscheidungen', 'schuldenabneigung', 'bestechungs-skandal', 'geizig'];[5, 4, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];19;[4.0, 3.0, 5.0, 1.0, 5.0, 3.0, 4.0, 2.0, 5.0];4;3.555555556;['30-39', '60-69', '40-49', '40-49', '30-39', '20-29', '30-39', '20-29', '20-29'];60;['schwarze null', 'schwarze null', 'cdu', 'finanzminister', 'unbeliebt', 'cdu', 'politiker', 'politiker', 'schwarze null'];[['schwarze null', 'konservativ', 'langweilig'], ['schwarze null', 'finanzminister', 'cdu'], ['cdu', 'finanzminister', 'neoliberal', 'makroökonomisch ungebildet'], ['finanzminister', 'rollstuhlfahrer', 'gestorben'], ['unbeliebt', 'schulden', 'rollstuhl', 'politiker'], ['cdu', 'schwarze null', 'finanzminister'], ['politiker', 'deutschland', 'cdu', 'verschuldung der bundesrepublik', 'schlechte entscheidungen'], ['politiker', 'finanzminister', 'schuldenabneigung'], ['schwarze null', 'bestechungs-skandal', 'konservativ', 'geizig']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
Schuldenberg-Scholz;Olaf Scholz;['macht schulden ohne ende', 'er macht viele schulden in hamburg und deutschland', 'kanzler', 'hohen neuverschuldung durch corona und ukrainekrieg', 'schattenhaushalt', 'bundeskanzler', 'weil während scholzes amtszeit extrem viele schulden aufgenommen wurden', 'mitgrund des problems', 'hamburg', 'schulden'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['kanzler', 'macht schulden ohne ende', 'kann nicht sparen', 'inkompetent', 'lachnummer', 'er macht viele schulden in hamburg und deutschland', 'cum-ex-skandale', 'bundeskanzler in corona', 'erinnerungslücken', 'nicht wählbar', 'hohen neuverschuldung durch corona und ukrainekrieg', 'schattenhaushalt', 'bundesverfassungsgericht', 'bundeskanzler', 'aussetzen der schuldenbremse', 'immer mehr schulden', 'cum-ex', 'weil während scholzes amtszeit extrem viele schulden aufgenommen wurden', 'mitgrund des problems', 'weiß angeblich zu helfen', 'hamburg', 'finanzen', 'gemauschel', 'schulden', 'geldhinterziehung', 'glatze'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];26;[5.0, 3.0, 5.0, 3.0, 2.0, 4.0, nan, 4.0, 3.0, 4.0];4;;['30-39', '20-29', '50-59', '30-39', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39'];62.5;['macht schulden ohne ende', 'er macht viele schulden in hamburg und deutschland', 'kanzler', 'hohen neuverschuldung durch corona und ukrainekrieg', 'schattenhaushalt', 'bundeskanzler', 'weil während scholzes amtszeit extrem viele schulden aufgenommen wurden', 'mitgrund des problems', 'hamburg', 'schulden'];[['macht schulden ohne ende', 'kann nicht sparen', 'inkompetent', 'lachnummer'], ['er macht viele schulden in hamburg und deutschland', 'cum-ex-skandale', 'bundeskanzler in corona'], ['kanzler', 'erinnerungslücken', 'nicht wählbar'], ['hohen neuverschuldung durch corona und ukrainekrieg'], ['schattenhaushalt', 'kanzler', 'bundesverfassungsgericht'], ['bundeskanzler', 'aussetzen der schuldenbremse', 'immer mehr schulden', 'cum-ex'], ['weil während scholzes amtszeit extrem viele schulden aufgenommen wurden'], ['mitgrund des problems', 'weiß angeblich zu helfen'], ['hamburg', 'finanzen', 'gemauschel'], ['schulden', 'geldhinterziehung', 'glatze']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
